,CustomerID,Total_Purchases,Total_Net_Revenue,Total_Sale_Qty,Total_Return_Qty,Avg_Order_Value,RecencyDays,Return_Rate,Net_Qty,Purchase_Frequency_Monthly,Customer_Value
2269,15415.0,1,559.61,551,0,559.61,312,0.0,551,0.09584664536741214,Positive
3370,16906.0,4,559.59,263,0,139.8975,81,0.0,263,1.4634146341463414,Positive
412,12866.0,1,559.12,171,0,559.12,282,0.0,171,0.10600706713780919,Positive
3793,17503.0,2,558.96,486,0,279.48,2,0.0,486,20.0,Positive
1080,13800.0,1,558.32,331,0,558.32,309,0.0,331,0.0967741935483871,Positive
1665,14592.0,3,557.94,407,0,185.98000000000002,34,0.0,407,2.571428571428571,Positive
695,13260.0,1,557.62,142,0,557.62,60,0.0,142,0.49180327868852464,Positive
2212,15339.0,3,557.57,416,2,185.85666666666668,65,0.004807692307692308,414,1.3636363636363635,Positive
4129,17955.0,4,557.3,273,0,139.325,198,0.0,273,0.6030150753768844,Positive
1186,13939.0,4,556.75,847,4,139.1875,22,0.004722550177095631,843,5.217391304347826,Positive
1096,13816.0,4,555.04,269,9,138.76,23,0.03345724907063197,260,5.0,Positive
2987,16385.0,3,554.86,258,0,184.95333333333335,59,0.0,258,1.5,Positive
4060,17864.0,3,554.85,706,0,184.95000000000002,12,0.0,706,6.9230769230769225,Positive
1880,14891.0,2,554.38,505,0,277.19,147,0.0,505,0.4054054054054054,Positive
1473,14338.0,4,554.22,335,6,138.555,157,0.01791044776119403,329,0.759493670886076,Positive
2005,15068.0,2,553.36,364,0,276.68,45,0.0,364,1.3043478260869565,Positive
423,12879.0,4,552.5699999999999,370,7,138.14249999999998,44,0.01891891891891892,363,2.6666666666666665,Positive
16,12363.0,2,552.0,408,0,276.0,109,0.0,408,0.5454545454545455,Positive
2196,15315.0,3,551.54,862,24,183.84666666666666,63,0.027842227378190254,838,1.40625,Positive
3924,17674.0,2,551.04,672,0,275.52,73,0.0,672,0.8108108108108107,Positive
3640,17291.0,1,550.8000000000001,72,0,550.8000000000001,307,0.0,72,0.0974025974025974,Positive
3603,17235.0,2,550.06,224,0,275.03,24,0.0,224,2.4,Positive
3624,17265.0,2,550.01,389,0,275.005,138,0.0,389,0.4316546762589928,Positive
35,12390.0,1,549.84,353,0,549.84,79,0.0,353,0.375,Positive
2724,16031.0,2,547.9,421,0,273.95,91,0.0,421,0.6521739130434783,Positive
2583,15830.0,2,547.7,415,6,273.85,28,0.014457831325301205,409,2.0689655172413794,Positive
3303,16811.0,2,547.07,477,0,273.535,4,0.0,477,12.0,Positive
3894,17637.0,2,547.0600000000001,280,0,273.53000000000003,30,0.0,280,1.9354838709677418,Positive
3642,17295.0,3,547.0,293,0,182.33333333333334,28,0.0,293,3.103448275862069,Positive
3809,17520.0,1,546.81,365,0,546.81,53,0.0,365,0.5555555555555556,Positive
1820,14805.0,4,546.4,114,0,136.6,14,0.0,114,8.0,Positive
4021,17806.0,1,546.04,727,0,546.04,10,0.0,727,2.7272727272727275,Positive
361,12793.0,2,545.48,295,0,272.74,334,0.0,295,0.17910447761194032,Positive
496,12987.0,3,545.0,219,2,181.66666666666666,73,0.0091324200913242,217,1.2162162162162162,Positive
1360,14177.0,5,544.51,204,1,108.902,84,0.004901960784313725,203,1.7647058823529411,Positive
3056,16475.0,4,544.3,319,0,136.075,87,0.0,319,1.3636363636363638,Positive
953,13617.0,3,544.18,300,0,181.39333333333332,39,0.0,300,2.25,Positive
792,13390.0,1,544.08,224,0,544.08,74,0.0,224,0.4,Positive
3386,16927.0,3,543.05,993,0,181.01666666666665,115,0.0,993,0.7758620689655172,Positive
2861,16211.0,2,542.77,154,1,271.385,80,0.006493506493506494,153,0.7407407407407407,Positive
710,13278.0,1,542.73,537,0,542.73,40,0.0,537,0.7317073170731707,Positive
2876,16230.0,2,542.03,365,0,271.015,189,0.0,365,0.31578947368421056,Positive
3755,17447.0,2,541.53,443,0,270.765,39,0.0,443,1.5,Positive
3838,17557.0,3,541.46,306,0,180.48666666666668,13,0.0,306,6.428571428571429,Positive
1948,14997.0,4,540.98,1120,18,135.245,45,0.01607142857142857,1102,2.608695652173913,Positive
1138,13874.0,1,540.45,180,0,540.45,357,0.0,180,0.08379888268156424,Positive
327,12743.0,2,540.13,315,0,270.065,133,0.0,315,0.44776119402985076,Positive
1092,13812.0,3,539.0,333,0,179.66666666666666,41,0.0,333,2.142857142857143,Positive
1590,14496.0,2,538.8100000000001,159,0,269.40500000000003,311,0.0,159,0.1923076923076923,Positive
1679,14618.0,4,538.59,264,3,134.6475,8,0.011363636363636364,261,13.333333333333334,Positive
2362,15539.0,1,538.46,410,0,538.46,6,0.0,410,4.285714285714286,Positive
3099,16536.0,2,538.17,250,1,269.085,106,0.004,249,0.5607476635514018,Positive
2910,16278.0,3,537.83,114,5,179.27666666666667,22,0.043859649122807015,109,3.913043478260869,Positive
1572,14474.0,2,537.71,140,1,268.855,42,0.007142857142857143,139,1.3953488372093024,Positive
1626,14539.0,2,537.48,428,0,268.74,15,0.0,428,3.75,Positive
2856,16206.0,4,537.0600000000001,272,0,134.26500000000001,54,0.0,272,2.181818181818182,Positive
1983,15043.0,1,537.0,300,0,537.0,30,0.0,300,0.9677419354838709,Positive
3296,16804.0,3,536.99,246,0,178.99666666666667,22,0.0,246,3.913043478260869,Positive
171,12559.0,3,536.21,283,2,178.73666666666668,310,0.007067137809187279,281,0.28938906752411575,Positive
1156,13894.0,5,535.97,354,15,107.194,21,0.0423728813559322,339,6.818181818181818,Positive
2806,16142.0,1,535.34,422,0,535.34,249,0.0,422,0.12,Positive
506,13000.0,3,534.85,379,0,178.28333333333333,106,0.0,379,0.8411214953271028,Positive
789,13385.0,1,534.57,281,0,534.57,329,0.0,281,0.09090909090909091,Positive
2949,16340.0,1,534.31,486,0,534.31,106,0.0,486,0.2803738317757009,Positive
821,13434.0,2,534.24,300,0,267.12,73,0.0,300,0.8108108108108107,Positive
3752,17443.0,1,534.24,504,0,534.24,219,0.0,504,0.13636363636363638,Positive
2579,15825.0,1,532.94,220,0,532.94,171,0.0,220,0.1744186046511628,Positive
354,12784.0,2,532.8199999999999,280,0,266.40999999999997,8,0.0,280,6.666666666666667,Positive
3216,16706.0,3,531.35,249,0,177.11666666666667,36,0.0,249,2.4324324324324325,Positive
1425,14265.0,2,530.18,330,0,265.09,108,0.0,330,0.5504587155963303,Positive
4275,18159.0,1,530.15,139,0,530.15,300,0.0,139,0.09966777408637874,Positive
3392,16933.0,5,530.08,288,7,106.016,0,0.024305555555555556,281,150.0,Positive
1232,14002.0,2,529.73,877,0,264.865,133,0.0,877,0.44776119402985076,Positive
1565,14463.0,3,529.62,179,0,176.54,97,0.0,179,0.9183673469387755,Positive
3484,17062.0,5,529.4300000000001,418,2,105.88600000000001,313,0.004784688995215311,416,0.47770700636942676,Positive
2841,16185.0,2,529.41,260,0,264.705,16,0.0,260,3.5294117647058822,Positive
4191,18043.0,3,529.29,265,0,176.42999999999998,24,0.0,265,3.5999999999999996,Positive
2297,15452.0,3,528.48,280,0,176.16,29,0.0,280,3.0,Positive
3890,17631.0,3,528.33,334,0,176.11,1,0.0,334,45.0,Positive
2528,15756.0,4,528.01,241,0,132.0025,60,0.0,241,1.9672131147540985,Positive
3884,17623.0,1,527.0500000000001,265,0,527.0500000000001,32,0.0,265,0.9090909090909091,Positive
2645,15919.0,2,525.69,385,0,262.845,19,0.0,385,3.0,Positive
1026,13721.0,1,524.14,316,0,524.14,35,0.0,316,0.8333333333333334,Positive
3663,17329.0,2,523.11,142,0,261.555,13,0.0,142,4.285714285714286,Positive
4175,18017.0,3,523.0,300,0,174.33333333333334,80,0.0,300,1.111111111111111,Positive
3955,17712.0,1,522.91,215,0,522.91,44,0.0,215,0.6666666666666666,Positive
2071,15149.0,1,520.8000000000001,128,0,520.8000000000001,133,0.0,128,0.22388059701492538,Positive
3675,17345.0,4,519.6899999999999,341,0,129.92249999999999,14,0.0,341,8.0,Positive
1867,14873.0,1,519.68,168,0,519.68,209,0.0,168,0.14285714285714285,Positive
180,12571.0,2,519.61,523,0,259.805,39,0.0,523,1.5,Positive
970,13643.0,3,519.44,273,0,173.14666666666668,30,0.0,273,2.9032258064516125,Positive
3177,16650.0,1,518.42,372,0,518.42,71,0.0,372,0.4166666666666667,Positive
1972,15030.0,2,518.28,372,0,259.14,71,0.0,372,0.8333333333333334,Positive
4348,18252.0,2,518.27,234,0,259.135,50,0.0,234,1.1764705882352942,Positive
2800,16135.0,1,517.55,209,0,517.55,262,0.0,209,0.11406844106463877,Positive
3761,17454.0,4,517.53,243,0,129.3825,191,0.0,243,0.625,Positive
4310,18205.0,2,517.36,192,0,258.68,35,0.0,192,1.6666666666666667,Positive
4088,17897.0,4,516.3100000000001,222,6,129.07750000000001,172,0.02702702702702703,216,0.6936416184971098,Positive
4079,17888.0,10,515.73,973,549,51.573,18,0.5642343268242549,424,15.789473684210527,Positive
369,12811.0,3,514.85,230,0,171.61666666666667,260,0.0,230,0.3448275862068966,Positive
2144,15246.0,2,514.15,247,0,257.075,237,0.0,247,0.25210084033613445,Positive
3803,17513.0,1,513.2,254,0,513.2,71,0.0,254,0.4166666666666667,Positive
3639,17290.0,2,513.01,397,0,256.505,3,0.0,397,15.0,Positive
4020,17805.0,1,512.31,478,0,512.31,73,0.0,478,0.4054054054054054,Positive
3742,17429.0,4,512.12,624,8,128.03,120,0.01282051282051282,616,0.9917355371900827,Positive
2309,15467.0,4,511.88,310,4,127.97,8,0.012903225806451613,306,13.333333333333334,Positive
2627,15891.0,1,511.68,418,0,511.68,226,0.0,418,0.13215859030837004,Positive
190,12582.0,2,511.36,300,0,255.68,238,0.0,300,0.2510460251046025,Positive
1848,14851.0,2,511.35,325,0,255.675,22,0.0,325,2.608695652173913,Positive
2450,15655.0,2,511.32,324,5,255.66,232,0.015432098765432098,319,0.2575107296137339,Positive
3115,16561.0,2,511.12,244,0,255.56,5,0.0,244,10.0,Positive
2940,16325.0,5,510.54,194,30,102.108,43,0.15463917525773196,164,3.409090909090909,Positive
1253,14034.0,4,509.09,420,108,127.2725,21,0.2571428571428571,312,5.454545454545455,Positive
74,12436.0,1,509.01,211,0,509.01,99,0.0,211,0.3,Positive
3713,17391.0,2,508.8,480,0,254.4,163,0.0,480,0.36585365853658536,Positive
2271,15417.0,1,508.8,284,0,508.8,84,0.0,284,0.3529411764705882,Positive
1460,14317.0,1,508.58000000000004,255,0,508.58000000000004,64,0.0,255,0.46153846153846156,Positive
4132,17958.0,1,508.4599999999999,84,0,508.4599999999999,116,0.0,84,0.25641025641025644,Positive
3731,17415.0,1,507.84,114,0,507.84,79,0.0,114,0.375,Positive
1347,14158.0,1,507.66,781,0,507.66,39,0.0,781,0.75,Positive
1830,14820.0,4,507.29,253,0,126.8225,20,0.0,253,5.714285714285714,Positive
3412,16960.0,3,507.05,304,0,169.01666666666668,38,0.0,304,2.3076923076923075,Positive
1148,13885.0,2,506.8,182,0,253.4,188,0.0,182,0.31746031746031744,Positive
3778,17480.0,2,506.51,338,2,253.255,73,0.005917159763313609,336,0.8108108108108107,Positive
3152,16614.0,1,506.19,223,0,506.19,182,0.0,223,0.1639344262295082,Positive
497,12988.0,1,505.82,126,0,505.82,291,0.0,126,0.10273972602739727,Positive
1239,14014.0,1,505.18,1076,0,505.18,76,0.0,1076,0.3896103896103896,Positive
2311,15469.0,4,504.5,153,3,126.125,42,0.0196078431372549,150,2.7906976744186047,Positive
409,12863.0,2,504.2,188,2,252.1,51,0.010638297872340425,186,1.1538461538461537,Positive
500,12991.0,2,503.76,405,0,251.88,22,0.0,405,2.608695652173913,Positive
3889,17630.0,2,503.59999999999997,158,0,251.79999999999998,169,0.0,158,0.3529411764705882,Positive
1130,13865.0,4,501.56,204,0,125.39,57,0.0,204,2.0689655172413794,Positive
1866,14871.0,4,501.28000000000003,179,0,125.32000000000001,2,0.0,179,40.0,Positive
687,13247.0,4,501.12,328,0,125.28,17,0.0,328,6.666666666666667,Positive
3153,16616.0,2,500.42,370,0,250.21,14,0.0,370,4.0,Positive
2250,15389.0,1,500.0,400,0,500.0,171,0.0,400,0.1744186046511628,Positive
1286,14077.0,5,499.41999999999996,268,0,99.88399999999999,40,0.0,268,3.658536585365854,Positive
2101,15193.0,1,499.32,144,0,499.32,60,0.0,144,0.49180327868852464,Positive
1729,14681.0,3,498.95,76,0,166.31666666666666,70,0.0,76,1.267605633802817,Positive
2064,15142.0,1,498.74,365,0,498.74,45,0.0,365,0.6521739130434783,Positive
3644,17298.0,2,498.42,387,0,249.21,100,0.0,387,0.594059405940594,Positive
3310,16820.0,1,497.61,307,0,497.61,95,0.0,307,0.3125,Positive
3786,17495.0,2,497.56,229,0,248.78,7,0.0,229,7.5,Positive
2185,15300.0,1,496.44,292,0,496.44,63,0.0,292,0.46875,Positive
3478,17053.0,2,496.38,122,1,248.19,128,0.00819672131147541,121,0.46511627906976744,Positive
438,12904.0,2,496.06,294,0,248.03,17,0.0,294,3.3333333333333335,Positive
3699,17374.0,2,495.77,85,0,247.885,218,0.0,85,0.273972602739726,Positive
2621,15882.0,5,495.36,276,10,99.072,198,0.036231884057971016,266,0.7537688442211055,Positive
3144,16602.0,2,494.72999999999996,336,19,247.36499999999998,30,0.05654761904761905,317,1.9354838709677418,Positive
2294,15448.0,1,494.64,232,0,494.64,312,0.0,232,0.09584664536741214,Positive
2960,16352.0,2,494.44,300,0,247.22,17,0.0,300,3.3333333333333335,Positive
3666,17333.0,1,494.25,375,0,494.25,85,0.0,375,0.3488372093023256,Positive
342,12763.0,2,494.08,316,0,247.04,137,0.0,316,0.4347826086956522,Positive
3408,16955.0,5,493.67,266,20,98.73400000000001,184,0.07518796992481203,246,0.8108108108108107,Positive
1427,14270.0,1,492.65000000000003,197,0,492.65000000000003,331,0.0,197,0.09036144578313253,Positive
3065,16488.0,4,492.2,728,4,123.05,32,0.005494505494505495,724,3.6363636363636362,Positive
1035,13732.0,1,491.86,498,0,491.86,27,0.0,498,1.0714285714285714,Positive
1404,14236.0,2,490.86,310,0,245.43,80,0.0,310,0.7407407407407407,Positive
1950,15000.0,1,490.52,218,0,490.52,47,0.0,218,0.625,Positive
1529,14416.0,2,490.22,326,0,245.11,21,0.0,326,2.7272727272727275,Positive
4212,18074.0,1,489.6,190,0,489.6,373,0.0,190,0.08021390374331551,Positive
3359,16892.0,7,489.49,236,4,69.92714285714285,0,0.01694915254237288,232,210.0,Positive
3689,17361.0,3,488.2,157,0,162.73333333333332,48,0.0,157,1.836734693877551,Positive
1218,13984.0,6,488.03,679,408,81.33833333333332,26,0.6008836524300442,271,6.666666666666666,Positive
1513,14396.0,2,487.99,225,0,243.995,64,0.0,225,0.9230769230769231,Positive
2083,15165.0,1,487.75,160,0,487.75,372,0.0,160,0.08042895442359249,Positive
3173,16643.0,1,487.51,269,0,487.51,245,0.0,269,0.12195121951219513,Positive
2015,15081.0,6,487.35,190,2,81.22500000000001,21,0.010526315789473684,188,8.181818181818182,Positive
993,13675.0,2,486.82000000000005,330,0,243.41000000000003,150,0.0,330,0.3973509933774835,Positive
3760,17453.0,2,486.71999999999997,219,0,243.35999999999999,17,0.0,219,3.3333333333333335,Positive
618,13153.0,1,486.22,418,0,486.22,5,0.0,418,5.0,Positive
240,12639.0,1,486.1,201,0,486.1,238,0.0,201,0.12552301255230125,Positive
3911,17658.0,3,485.88,616,94,161.96,10,0.1525974025974026,522,8.181818181818182,Positive
2175,15287.0,3,485.24,433,1,161.74666666666667,21,0.0023094688221709007,432,4.090909090909091,Positive
589,13116.0,2,485.19,291,1,242.595,116,0.003436426116838488,290,0.5128205128205129,Positive
3439,16999.0,2,484.82,294,0,242.41,22,0.0,294,2.608695652173913,Positive
368,12809.0,2,484.36,220,1,242.18,167,0.004545454545454545,219,0.35714285714285715,Positive
896,13531.0,2,483.8,174,0,241.9,204,0.0,174,0.29268292682926833,Positive
1923,14958.0,3,483.72999999999996,128,0,161.2433333333333,146,0.0,128,0.6122448979591836,Positive
367,12808.0,3,483.65000000000003,188,0,161.21666666666667,36,0.0,188,2.4324324324324325,Positive
1555,14450.0,3,483.25,241,0,161.08333333333334,180,0.0,241,0.4972375690607735,Positive
3145,16603.0,2,482.47,480,0,241.235,74,0.0,480,0.8,Positive
4317,18216.0,1,481.75,200,0,481.75,30,0.0,200,0.9677419354838709,Positive
636,13176.0,1,481.49,448,0,481.49,45,0.0,448,0.6521739130434783,Positive
3341,16863.0,4,481.35,409,17,120.3375,28,0.04156479217603912,392,4.137931034482759,Positive
3086,16518.0,3,480.92,327,2,160.30666666666667,60,0.0061162079510703364,325,1.4754098360655739,Positive
1326,14130.0,1,480.91,257,0,480.91,318,0.0,257,0.09404388714733543,Positive
1954,15006.0,1,480.38,286,0,480.38,50,0.0,286,0.5882352941176471,Positive
3836,17555.0,2,480.31,348,0,240.155,19,0.0,348,3.0,Positive
2975,16368.0,2,479.91,251,0,239.955,1,0.0,251,30.0,Positive
3304,16812.0,1,479.35,81,0,479.35,360,0.0,81,0.08310249307479224,Positive
2703,16008.0,3,478.78,323,0,159.59333333333333,23,0.0,323,3.75,Positive
245,12644.0,1,477.91,325,0,477.91,129,0.0,325,0.23076923076923078,Positive
3209,16693.0,2,477.86,203,0,238.93,68,0.0,203,0.8695652173913044,Positive
108,12479.0,3,477.3,385,34,159.1,3,0.08831168831168831,351,22.5,Positive
2021,15091.0,2,476.96,346,3,238.48,53,0.008670520231213872,343,1.1111111111111112,Positive
2216,15344.0,5,476.58,116,10,95.316,0,0.08620689655172414,106,150.0,Positive
82,12447.0,1,476.49,190,0,476.49,242,0.0,190,0.1234567901234568,Positive
2336,15507.0,1,475.86,160,0,475.86,171,0.0,160,0.1744186046511628,Positive
2543,15780.0,3,475.28000000000003,220,0,158.42666666666668,183,0.0,220,0.48913043478260865,Positive
3339,16859.0,5,473.14,827,171,94.628,105,0.2067714631197098,656,1.4150943396226416,Positive
1238,14013.0,3,473.02,462,0,157.67333333333332,109,0.0,462,0.8181818181818182,Positive
4126,17950.0,4,472.12,366,24,118.03,71,0.06557377049180328,342,1.6666666666666667,Positive
536,13043.0,2,471.57,254,3,235.785,253,0.011811023622047244,251,0.23622047244094488,Positive
2500,15721.0,1,471.40000000000003,388,0,471.40000000000003,11,0.0,388,2.5,Positive
2672,15963.0,2,470.76,298,0,235.38,19,0.0,298,3.0,Positive
1969,15026.0,3,469.0,285,0,156.33333333333334,79,0.0,285,1.125,Positive
511,13005.0,3,468.95,172,5,156.31666666666666,173,0.029069767441860465,167,0.5172413793103449,Positive
2377,15557.0,1,468.91,213,0,468.91,28,0.0,213,1.0344827586206897,Positive
1884,14896.0,2,468.77000000000004,279,0,234.38500000000002,204,0.0,279,0.29268292682926833,Positive
1338,14147.0,3,468.4,108,12,156.13333333333333,48,0.1111111111111111,96,1.836734693877551,Positive
1249,14029.0,2,467.66,198,0,233.83,62,0.0,198,0.9523809523809523,Positive
928,13579.0,2,467.04,176,0,233.52,14,0.0,176,4.0,Positive
2979,16374.0,2,466.73,237,0,233.365,65,0.0,237,0.9090909090909091,Positive
3076,16504.0,1,465.88,510,0,465.88,24,0.0,510,1.2,Positive
688,13248.0,2,465.68,305,0,232.84,124,0.0,305,0.48,Positive
1176,13928.0,4,464.57,129,0,116.1425,10,0.0,129,10.90909090909091,Positive
3131,16586.0,1,463.95,95,0,463.95,248,0.0,95,0.12048192771084336,Positive
2221,15349.0,2,463.90999999999997,321,0,231.95499999999998,157,0.0,321,0.379746835443038,Positive
1932,14967.0,1,463.8,140,0,463.8,49,0.0,140,0.6,Positive
2037,15109.0,2,463.75,131,4,231.875,240,0.030534351145038167,127,0.24896265560165975,Positive
356,12787.0,3,463.66,261,0,154.55333333333334,9,0.0,261,9.0,Positive
3733,17418.0,2,463.46000000000004,289,0,231.73000000000002,41,0.0,289,1.4285714285714286,Positive
1585,14489.0,1,463.38,299,0,463.38,206,0.0,299,0.14492753623188406,Positive
4136,17964.0,2,463.21,294,0,231.605,31,0.0,294,1.875,Positive
1850,14853.0,3,463.05,82,1,154.35,8,0.012195121951219513,81,10.0,Positive
469,12945.0,1,462.95,165,0,462.95,287,0.0,165,0.10416666666666667,Positive
1467,14331.0,2,462.65999999999997,252,0,231.32999999999998,123,0.0,252,0.48387096774193544,Positive
1569,14470.0,2,461.19,193,0,230.595,11,0.0,193,5.0,Positive
3312,16824.0,2,460.64,236,0,230.32,15,0.0,236,3.75,Positive
3297,16805.0,2,460.59,539,0,230.295,173,0.0,539,0.3448275862068966,Positive
116,12491.0,1,460.40000000000003,260,0,460.40000000000003,38,0.0,260,0.7692307692307692,Positive
571,13092.0,6,459.83,279,8,76.63833333333334,70,0.02867383512544803,271,2.535211267605634,Positive
8,12355.0,1,459.4,240,0,459.4,213,0.0,240,0.14018691588785046,Positive
3133,16589.0,3,459.24,368,0,153.08,70,0.0,368,1.267605633802817,Positive
4072,17880.0,1,458.92,314,0,458.92,364,0.0,314,0.08219178082191782,Positive
3269,16768.0,5,458.04,196,5,91.608,47,0.025510204081632654,191,3.125,Positive
2022,15092.0,2,457.81,135,0,228.905,214,0.0,135,0.27906976744186046,Positive
2048,15121.0,2,457.72,199,0,228.86,49,0.0,199,1.2,Positive
1591,14497.0,2,457.47,235,2,228.735,300,0.00851063829787234,233,0.19933554817275748,Positive
798,13398.0,1,457.34,281,0,457.34,191,0.0,281,0.15625,Positive
175,12564.0,1,456.9,133,0,456.9,260,0.0,133,0.1149425287356322,Positive
2399,15589.0,4,456.58,243,1,114.145,252,0.00411522633744856,242,0.4743083003952569,Positive
1962,15018.0,4,456.26,189,1,114.065,38,0.005291005291005291,188,3.0769230769230766,Positive
505,12999.0,3,455.88,342,0,151.96,195,0.0,342,0.45918367346938777,Positive
2526,15754.0,4,455.67,199,2,113.9175,50,0.010050251256281407,197,2.3529411764705883,Positive
25,12375.0,3,455.42,178,1,151.80666666666667,2,0.0056179775280898875,177,30.0,Positive
2397,15585.0,1,455.3,320,0,455.3,176,0.0,320,0.1694915254237288,Positive
3094,16529.0,1,455.25,198,0,455.25,189,0.0,198,0.15789473684210528,Positive
2125,15223.0,3,454.90000000000003,213,115,151.63333333333335,225,0.539906103286385,98,0.39823008849557523,Positive
1471,14335.0,2,454.86,375,0,227.43,15,0.0,375,3.75,Positive
2312,15471.0,1,454.48,256,0,454.48,1,0.0,256,15.0,Positive
2729,16038.0,4,454.33000000000004,244,3,113.58250000000001,7,0.012295081967213115,241,15.0,Positive
